CV_CCT|CV_TURNO|TURNO|NOMBRECT|CV_ENT_ADMINISTRATIVA|ENT_ADMINISTRATIVA|CV_ENT_INMUEBLE|ENTIDAD_INMUEBLE|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|CV_SERVICION1|TIPO|CV_SERVICION2|NIVEL|CV_SERVICION3|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V134|V135|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V136|V137|V124|V125|V126|V140|V141|V142|V127|V128|V129|V130|V131|V132|E133|V138|V139|FECHA_ENTREGA|C_OBSERVACION|
06FIC0081E|4|DISCONTINUO|SAN MIGUEL OJO DE AGUA EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|009|TECOMÁN|0138|SAN MIGUEL DEL OJO DE AGUA|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|10/12/2025||
06FIC0082D|4|DISCONTINUO|ZINACAMITLÁN (LOS CHICOS) EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|006|IXTLAHUACÁN|0047|ZINACAMITLÁN (LOS CHICOS)|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|1|1|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|6|0|0|0|0|0|0|0|0|6|0|0|1|0|1|1|5|6|0|1|1|0|0|0|0|0|0|2|6|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0083C|4|DISCONTINUO|ASERRADERO EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|007|MANZANILLO|0051|ASERRADERO DE LA LIMA|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|1|2|0|1|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0084B|4|DISCONTINUO|CEDROS EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|007|MANZANILLO|0016|LOS CEDROS|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|1|1|2|1|3|1|0|1|0|0|0|3|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0085A|4|DISCONTINUO|EL CENTINELA EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|007|MANZANILLO|0018|EL CENTINELA DE ABAJO|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|5|0|0|0|0|0|0|0|0|4|0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0086Z|4|DISCONTINUO|CHANDIABLO EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|007|MANZANILLO|0026|CHANDIABLO|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|4|7|0|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|10|0|0|1|0|0|0|0|0|10|0|0|0|0|0|1|1|2|3|1|4|1|0|1|0|0|0|5|2|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0087Z|4|DISCONTINUO|EMILIANO ZAPATA EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|007|MANZANILLO|0033|EMILIANO ZAPATA|CALLE JUAN DÍAZ|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|3|7|0|0|0|0|0|0|0|0|7|0|0|0|1|1|2|0|2|0|1|1|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0088Y|4|DISCONTINUO|HUIZCOLOTE EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|007|MANZANILLO|0041|EL HUIZCOLOTE|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|19/12/2025||
06FIC0089X|4|DISCONTINUO|LLANO DE LA MARINA EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|007|MANZANILLO|0209|LLANO DE LA MARINA|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|3|3|1|1|2|0|0|0|0|0|0|1|4|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0090M|4|DISCONTINUO|PUERTECITO DE LAJAS EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|007|MANZANILLO|0050|PUERTECITO DE LAJAS|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|3|5|8|0|0|0|0|0|0|0|0|6|0|2|0|0|0|1|1|2|1|0|1|1|2|3|0|0|0|3|3|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|2|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0091L|4|DISCONTINUO|VELADERO DE CAMOTLÁN EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|007|MANZANILLO|0091|VELADERO DE CAMOTLÁN|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|1|0|1|0|0|0|0|0|0|0|4|1|5|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|1|3|4|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|4|12|0|0|1|0|0|0|0|0|10|0|2|1|0|1|4|0|4|2|0|2|0|1|1|0|0|0|7|1|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|2|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0092K|4|DISCONTINUO|VELADERO DE LOS OTATES EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|007|MANZANILLO|0092|VELADERO DE LOS OTATES|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|3|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0093J|4|DISCONTINUO|CUYUTLÁN EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|001|ARMERÍA|0009|CUYUTLÁN|CALLE MIGUEL HIDALGO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|1|1|0|0|0|2|1|3|0|0|0|2|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0094I|4|DISCONTINUO|LA MAMEYERA|06|COLIMA|06|COLIMA|003|COMALA|0122|LA MAMEYERA|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|4|0|0|0|0|0|0|0|0|4|0|0|2|0|2|1|0|1|0|0|0|1|2|3|0|0|0|4|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0095H|4|DISCONTINUO|FLOR DE COCO EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|001|ARMERÍA|0007|COFRADÍA DE JUÁREZ|CALLE OBRADORES|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|4|6|10|0|0|0|0|0|0|0|0|10|0|0|1|0|1|0|0|0|1|1|2|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0096G|4|DISCONTINUO|ZACUALPAN EDUCACIÓN INICIAL GRUPO 2|06|COLIMA|06|COLIMA|003|COMALA|0037|ZACUALPAN|CALLE PRIMAVERA|75|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|1|4|5|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|2|2|4|0|0|0|0|0|0|0|5|8|13|0|0|0|0|0|0|0|0|11|0|2|1|1|2|2|1|3|1|5|6|2|0|2|0|0|0|6|7|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|0|2|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0097F|4|DISCONTINUO|LOS REYES EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|001|ARMERÍA|0042|LOS REYES (ZORRILLOS)|CALLE BENITO RINCÓN|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|1|1|2|0|0|0|0|0|0|0|2|5|7|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|3|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|6|14|0|0|0|0|0|0|0|0|14|0|0|1|1|2|2|5|7|2|0|2|0|0|0|0|0|0|5|6|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0098E|4|DISCONTINUO|EL MIXCUATE EDUCACIÓN INICIAL|06|COLIMA|06|COLIMA|010|VILLA DE ÁLVAREZ|0022|EL MIXCUATE|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|1|0|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|3|7|0|0|0|0|0|0|0|1|6|0|0|1|0|1|1|0|1|0|1|1|2|1|3|0|0|0|4|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0099D|4|DISCONTINUO|ZACUALPAN EDUCACION INICIAL GRUPO 3|06|COLIMA|06|COLIMA|003|COMALA|0037|ZACUALPAN|CALLE ROSA MORADA|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|1|1|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|6|8|0|0|0|0|0|0|0|0|8|0|0|0|1|1|0|2|2|2|0|2|0|4|4|0|0|0|2|7|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0100C|4|DISCONTINUO|EDUCACION INICIAL CONAFE AGUA DE LA VIRGEN|06|COLIMA|06|COLIMA|006|IXTLAHUACÁN|0003|AGUA DE LA VIRGEN|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|7|0|0|0|0|0|0|0|0|6|0|1|0|2|2|0|0|0|0|2|2|0|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0101B|4|DISCONTINUO|EDUCACION INICIAL CONAFE EL COLOMO|06|COLIMA|06|COLIMA|004|COQUIMATLÁN|0007|EL COLOMO|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|19/12/2025||
06FIC0102A|4|DISCONTINUO|EDUCACIÓN INICIAL TRAPICHILLOS|06|COLIMA|06|COLIMA|002|COLIMA|0116|TRAPICHILLOS|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|19/12/2025||
06FIC0103Z|4|DISCONTINUO|CONAFE EDUCACIÓN INICIAL PUEBLO NUEVO|06|COLIMA|06|COLIMA|010|VILLA DE ÁLVAREZ|0037|PUEBLO NUEVO|CALLE LICENCIADO CARLOS SALINAS DE GORTARI|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|1|1|0|1|1|0|0|0|0|5|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0104Z|4|DISCONTINUO|CONAFE EDUCACIÓN INICIAL SAN ÁNGEL|06|COLIMA|06|COLIMA|009|TECOMÁN|0125|SAN ÁNGEL|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|19/12/2025||
06FIC0105Y|4|DISCONTINUO|CONAFE EDUCACIÓN INICIAL RINCÓN DE LÓPEZ|06|COLIMA|06|COLIMA|001|ARMERÍA|0035|RINCÓN DE LÓPEZ|CALLE JOSÉ MARÍA MORELOS|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|13/01/2026||
06FIC0106X|4|DISCONTINUO|CONAFE EDUCACIÓN INICIAL TEPAMES|06|COLIMA|06|COLIMA|002|COLIMA|0109|LOS TEPAMES|CALLE HIDALGO|50|PÚBLICO|FEDERAL|0||0||0||0||0|||||10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|2|2|4|3|0|3|0|0|0|0|0|0|6|4|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0107W|4|DISCONTINUO|CONAFE EDUCACIÓN INICIAL SAN JOSÉ DE LUMBER(PIEDRA REDONDA)|06|COLIMA|06|COLIMA|007|MANZANILLO|0203|SAN JOSÉ DE LÚMBER (PIEDRA REDONDA)|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|1|3|0|0|0|1|1|2|0|0|0|3|3|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0108V|4|DISCONTINUO|CONAFE EDUCACIÓN INICIAL TINAJAS|06|COLIMA|06|COLIMA|002|COLIMA|0112|TINAJAS|CALLE NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0109U|4|DISCONTINUO|CONAFE EDUCACIÓN INICIAL CHAMILA|06|COLIMA|06|COLIMA|006|IXTLAHUACÁN|0015|CHAMILA|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|1|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
06FIC0110J|4|DISCONTINUO|CONAFE EDUCACIÓN INICIAL EL ASTILLERO DE ABAJO|06|COLIMA|06|COLIMA|002|COLIMA|0055|EL ASTILLERO DE ABAJO|NINGUNO NINGUNO|0|PÚBLICO|FEDERAL|0||0||0||0||0|||||10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|1|0|1|0|0|0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|1|1|0|0|0|0|0|0|0|0|1|NO ESPECIFICADO|0|1|10/12/2025||
